SubscriptionID,PreTaxCost,UsageDate,ServiceName,Currency
22db6142-5c32-4bd4-92c9-445ae5e27415,58415.7717312982,20250224,Storage,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,3693.984,20250224,VPN Gateway,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,24509.3993598203,20250224,Virtual Machines,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,1249.5588,20250224,Virtual Network,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,810.4176,20250225,Azure App Service,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,0.0,20250225,Azure Bot Service,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,11.3995161290323,20250225,Azure DNS,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,2496.46389677419,20250225,Azure Database for MySQL,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,20.4478041291667,20250225,Azure Databricks,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,377.4917713271,20250225,Azure Kubernetes Service,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,0.0,20250225,Azure Monitor,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,59.6564516129032,20250225,Azure Synapse Analytics,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,220.900375637672,20250225,Backup,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,4937.69938026955,20250225,Bandwidth,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,157336.5719959,20250225,Cognitive Services,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,9389.1260255236,20250225,Container Registry,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,0.0,20250225,Event Grid,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,113.0832,20250225,Event Hubs,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,0.68814687,20250225,Key Vault,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,6312.78076510588,20250225,Load Balancer,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,107.43352433584,20250225,Log Analytics,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,718.53608,20250225,MS Bing Services,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,0.000141354,20250225,Service Bus,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,59115.4057217328,20250225,Storage,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,3693.984,20250225,VPN Gateway,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,25631.7766343778,20250225,Virtual Machines,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,1249.5588,20250225,Virtual Network,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,93.4494,20250226,Azure App Service,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,0.0,20250226,Azure Bot Service,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,1.53049059139785,20250226,Azure DNS,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,208.038658064516,20250226,Azure Database for MySQL,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,46.6366682004142,20250226,Azure Kubernetes Service,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,0.0,20250226,Azure Monitor,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,4.97137096774194,20250226,Azure Synapse Analytics,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,27.6423018138411,20250226,Backup,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,568.489860552664,20250226,Bandwidth,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,9053.33757034578,20250226,Cognitive Services,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,817.579772548972,20250226,Container Registry,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,0.0,20250226,Event Grid,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,18.8472,20250226,Event Hubs,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,0.0895227,20250226,Key Vault,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,1045.18333571408,20250226,Load Balancer,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,13.47836928338,20250226,Log Analytics,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,67.141896,20250226,MS Bing Services,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,7582.752764174,20250226,Storage,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,615.664,20250226,VPN Gateway,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,2149.74148,20250226,Virtual Machines,INR
22db6142-5c32-4bd4-92c9-445ae5e27415,172.59175,20250226,Virtual Network,INR
